大分類コード,中分類コード,小分類コード,細分類コード,名前,カナ
5,56,5611,561157,バレーボール　ゲームウェア,バレーボールゲームウエ
5,56,5611,561159,バレーボール　トレーナー・Ｔシャツ,バレーボールトレーナー，
5,56,5611,561172,バレーボール　アンダーウエア,バレーボールアンダーウ
5,56,5611,561188,バレーボール　アクセサリー,バレーボールアクセサリー
5,56,5611,561189,バレーボール　その他ウェア,バレーボールソノタウエア
5,56,5611,561197,バレーボール　その他,バレーボールソノタ
5,56,5612,561201,ラグビー　バッグ・ケース,ラグビーバツグ，ケー
5,56,5612,561203,ラグビー　ボール,ラグビーボール
5,56,5612,561209,ラグビー　防具,ラグビーボウグ
5,56,5612,561245,ラグビー　その他グッズ,ラグビーソノタグツズ
5,56,5612,561247,ラグビー　シューズ,ラグビーシユーズ
5,56,5612,561248,ラグビー　シューズアクセサリー,ラグビーシユーズアクセ
5,56,5612,561251,ラグビー　トレーニングウェア,ラグビートレーニングウ
5,56,5612,561253,ラグビー　ウインドブレーカー,ラグビーウインドブレ
5,56,5612,561255,ラグビー　スウエット,ラグビースウエツト
5,56,5612,561257,ラグビー　ゲームウェア,ラグビーゲームウエア
5,56,5612,561259,ラグビー　トレーナー・Ｔシャツ,ラグビートレーナー，Ｔシ
5,56,5612,561272,ラグビー　アンダーウエア,ラグビーアンダーウエア
5,56,5612,561288,ラグビー　アクセサリー,ラグビーアクセサリー
5,56,5612,561289,ラグビー　その他ウェア,ラグビーソノタウエア
5,56,5612,561297,ラグビー　その他,ラグビーソノタ
5,56,5613,561301,サッカー　バッグ・ケース,サツカーバツグ，ケース
5,56,5613,561303,サッカー　ボール,サツカーボール
5,56,5613,561305,サッカー　キーパーグローブ,サツカーキーパーグローフ
5,56,5613,561309,サッカー　シンガード,サツカーシンガード
5,56,5613,561345,サッカー　その他グッズ,サツカーソノタグツズ
5,56,5613,561347,サッカー　シューズ,サツカーシユーズ
5,56,5613,561348,サッカー　シューズアクセサリー,サツカーシユーズアクセサリ
5,56,5613,561351,サッカー　トレーニングウェア,サツカートレーニングウエア
5,56,5613,561353,サッカー　ウインドブレーカー,サツカーウインドブレーカ
5,56,5613,561355,サッカー　スウエット,サツカースウエツト
5,56,5613,561357,サッカー　ゲームウェア,サツカーゲームウエア
5,56,5613,561359,サッカー　トレーナー・Ｔシャツ,サツカートレーナー，Ｔシヤ
5,56,5613,561372,サッカー　アンダーウエア,サツカーアンダーウエア
5,56,5613,561388,サッカー　アクセサリー,サツカーアクセサリー
5,56,5613,561389,サッカー　その他ウェア,サツカーソノタウエア
5,56,5613,561397,サッカー　その他,サツカーソノタ
5,56,5614,561401,アメフト　バッグ・ケース,アメフトバツグ，ケース
5,56,5614,561403,アメフト　ボール,アメフトボール
5,56,5614,561409,アメフト　防具,アメフトボウグ
5,56,5614,561445,アメフト　その他グッズ,アメフトソノタグツズ
5,56,5614,561447,アメフト　シューズ,アメフトシユーズ
5,56,5614,561448,アメフト　シューズアクセサリー,アメフトシユーズアクセサリ
5,56,5614,561451,アメフト　トレーニングウェア,アメフトトレーニングウエア
5,56,5614,561453,アメフト　ウインドブレーカー,アメフトウインドブレーカ
5,56,5614,561455,アメフト　スウエット,アメフトスウエツト
5,56,5614,561457,アメフト　ゲームウェア,アメフトゲームウエア
5,56,5614,561459,アメフト　トレーナー・Ｔシャツ,アメフトトレーナー，Ｔシヤ
5,56,5614,561472,アメフト　アンダーウエア,アメフトアンダーウエア
5,56,5614,561488,アメフト　アクセサリー,アメフトアクセサリー
5,56,5614,561489,アメフト　その他ウェア,アメフトソノタウエア
5,56,5614,561497,アメフト　その他,アメフトソノタ
5,56,5615,561501,ハンドボール　バッグ・ケース,ハンドボールバツグ，
5,56,5615,561503,ハンドボール　ボール,ハンドボールボール
5,56,5615,561545,ハンドボール　その他グッズ,ハンドボールソノタグツ
5,56,5615,561547,ハンドボール　シューズ,ハンドボールシユーズ
5,56,5615,561548,ハンドボール　シューズアクセサリー,ハンドボールシユーズア
5,56,5615,561551,ハンドボール　トレーニングウェア,ハンドボールトレーニンク
5,56,5615,561553,ハンドボール　ウインドブレーカー,ハンドボールウインドフ
5,56,5615,561555,ハンドボール　スウエット,ハンドボールスウエツト
5,56,5615,561557,ハンドボール　ゲームウェア,ハンドボールゲームウエ
5,56,5615,561559,ハンドボール　トレーナー・Ｔシャツ,ハンドボールトレーナー，
5,56,5615,561572,ハンドボール　アンダーウエア,ハンドボールアンダーウ
5,56,5615,561588,ハンドボール　アクセサリー,ハンドボールアクセサリー
5,56,5615,561589,ハンドボール　その他ウェア,ハンドボールソノタウエア
5,56,5615,561597,ハンドボール　その他,ハンドボールソノタ
5,56,5616,561601,フットサル　バッグ・ケース,フットサルバツグ，ケース
5,56,5616,561603,フットサル　ボール,フットサルボール
5,56,5616,561605,フットサル　キーパーグローブ,フットサルキーパーグロー
5,56,5616,561609,フットサル　シンガード,フットサルシンガード
5,56,5616,561645,フットサル　その他グッズ,フットサルソノタグツズ
5,56,5616,561647,フットサル　シューズ,フットサルシユーズ
5,56,5616,561648,フットサル　シューズアクセサリー,フットサルシユーズアクセサ
5,56,5616,561651,フットサル　トレーニングウェア,フットサルトレーニングウエ
5,56,5616,561653,フットサル　ウインドブレーカー,フットサルウインドブレー
5,56,5616,561655,フットサル　スウエット,フットサルスウエツト
5,56,5616,561657,フットサル　ゲームウェア,フットサルゲームウエア
5,56,5616,561659,フットサル　トレーナー・Ｔシャツ,フットサルトレーナー，Ｔシヤ
5,56,5616,561672,フットサル　アンダーウエア,フットサルアンダーウエア
5,56,5616,561688,フットサル　アクセサリー,フットサルアクセサリー
5,56,5616,561689,フットサル　その他ウェア,フットサルソノタウエア
5,56,5616,561697,フットサル　その他,フットサルソノタ
5,56,5618,561801,球技スポーツその他　バッグ・ケース,キユウギスポーツソノタハ
5,56,5618,561803,球技スポーツその他　ボール,キユウギスポーツソノタホ
5,56,5618,561806,球技スポーツその他　手袋,キユウギスポーツテブク
5,56,5618,561845,球技スポーツその他　その他グッズ,キユウギスポーツソノタソ
5,56,5618,561847,球技スポーツその他　シューズ,キユウギスポーツソノタシ
5,56,5618,561848,球技スポーツその他　シューズアクセサリー,キユウギスポーツシユース
5,56,5618,561851,球技スポーツその他　トレーニングウェア,キユウギスポーツソノタト
5,56,5618,561853,球技スポーツその他　ウインドブレーカー,キユウギスポーツソノタウ
5,56,5618,561855,球技スポーツその他　スウエット,キユウギスポーツソノタス
5,56,5618,561857,球技スポーツその他　ゲームウェア,キユウギスポーツソノタケ
5,56,5618,561859,球技スポーツその他　トレーナー・Ｔシャツ,キユウギスポーツソノタト
5,56,5618,561872,球技スポーツその他　アンダーウエア,キユウギスポーツアンダ
5,56,5618,561888,球技スポーツその他　アクセサリー,キユウギスポーツソノタア
5,56,5618,561889,球技スポーツその他　その他ウェア,キユウギスポーツソノタソ
5,56,5618,561897,球技スポーツその他　その他,キユウギスポーツソノタキ
5,56,5620,562001,陸上　バッグ・ケース,リクジヨウバツグ，ケー
5,56,5620,562012,陸上　フィールド用品,リクジヨウフイールドヨウ
5,56,5620,562014,陸上　トラック用品,リクジヨウトラツクヨウヒン
5,56,5620,562045,陸上　その他グッズ,リクジヨウソノタグツズ
5,56,5620,562047,陸上　シューズ,リクジヨウシユーズ
5,56,5620,562048,陸上　シューズアクセサリー,リクジヨウシユーズアクセ
5,56,5620,562051,陸上　トレーニングウェア,リクジヨウトレーニングウ
5,56,5620,562053,陸上　ウインドブレーカー,リクジヨウウインドブレ
5,56,5620,562055,陸上　スウエット,リクジヨウスウエツト
5,56,5620,562057,陸上　ゲームウェア,リクジヨウゲームウエア
5,56,5620,562059,陸上　トレーナー・Ｔシャツ,リクジヨウトレーナー，Ｔシ
5,56,5620,562072,陸上　アンダーウエア,リクジヨウアンダーウエア
5,56,5620,562088,陸上　アクセサリー,リクジヨウアクセサリー
5,56,5620,562089,陸上　その他ウェア,リクジヨウソノタウエア
5,56,5620,562097,陸上　その他,リクジヨウソノタ
5,56,5621,562101,体操（新体操含む）　バッグ・ケース,タイソウバツグ，ケース
5,56,5621,562103,体操（新体操含む）　ボール,タイソウボール
5,56,5621,562109,体操（新体操含む）　防具,タイソウボウグ
5,56,5621,562116,体操（新体操含む）　競技器具,タイソウキヨウギキグ
5,56,5621,562145,体操（新体操含む）　その他グッズ,タイソウソノタグツズ
5,56,5621,562147,体操（新体操含む）　シューズ,タイソウシユーズ
5,56,5621,562148,体操（新体操含む）　シューズアクセサリー,タイソウシユーズアクセサリ
5,56,5621,562151,体操（新体操含む）　トレーニングウェア,タイソウトレーニングウエア
5,56,5621,562153,体操（新体操含む）　ウインドブレーカー,タイソウウインドブレーカ
5,56,5621,562155,体操（新体操含む）　スウエット,タイソウスウエツ
5,56,5621,562157,体操（新体操含む）　ゲームウェア,タイソウゲームウエア
5,56,5621,562159,体操（新体操含む）　トレーナー・Ｔシャツ,タイソウトレーナ，Ｔシヤツ
5,56,5621,562172,体操（新体操含む）　アンダーウエア,タイソウアンダーウエア
5,56,5621,562188,体操（新体操含む）　アクセサリー,タイソウアクセサリー
5,56,5621,562189,体操（新体操含む）　その他ウェア,タイソウソノタウエア
5,56,5621,562197,体操（新体操含む）　その他,タイソウソノタ
5,56,5622,562201,水泳　バッグ・ケース,スイエイバツグ，ケース
5,56,5622,562203,水泳　ボール,スイエイボール
5,56,5622,562205,水泳　手袋,スイエイテブクロ
5,56,5622,562209,水泳　防具,スイエイボウグ
5,56,5622,562245,水泳　その他グッズ,スイエイソノタグツズ
5,56,5622,562247,水泳　シューズ,スイエイシユーズ
5,56,5622,562248,水泳　シューズアクセサリー,スイエイシユーズアクセサリ
5,56,5622,562251,水泳　トレーニングウェア,スイエイトレーニングウエア
5,56,5622,562253,水泳　ウインドブレーカー,スイエイウインドブレーカ
5,56,5622,562255,水泳　スウエット,スイエイスウエツト
5,56,5622,562257,水泳　競泳着,スイエイキヨウエイギ
5,56,5622,562258,水泳　水着（競泳着除く）,スイエイミズギ
5,56,5622,562259,水泳　トレーナー・Ｔシャツ,スイエイトレーナー，Ｔシヤツ
5,56,5622,562272,水泳　アンダーウエア,スイエイアンダーウエア
5,56,5622,562288,水泳　アクセサリー,スイエイアクセサリー
5,56,5622,562289,水泳　その他ウェア,スイエイソノタウエア
5,56,5622,562297,水泳　その他,スイエイソノタ
5,56,5630,563001,テニス　バッグ・ケース,テニスバツグ，ケース
5,56,5630,563003,テニス　ボール,テニスボール
5,56,5630,563006,テニス　手袋,テニステブクロ
5,56,5630,563007,テニス　ラケット,テニスラケツト
5,56,5630,563011,テニス　ガット,テニスガツト
5,56,5630,563045,テニス　その他グッズ,テニスソノタグツズ
5,56,5630,563047,テニス　シューズ,テニスシユーズ
5,56,5630,563048,テニス　シューズアクセサリー,テニスシユーズアクセサリー
5,56,5630,563051,テニス　トレーニングウェア,テニストレーニングウエア
5,56,5630,563053,テニス　ウインドブレーカー,テニスウインドブレーカー
5,56,5630,563055,テニス　スウエット,テニススウエツト
5,56,5630,563057,テニス　ゲームウェア,テニスゲームウエア
5,56,5630,563059,テニス　トレーナー・Ｔシャツ,テニストレーナー，Ｔシヤツ
5,56,5630,563072,テニス　アンダーウエア,テニスアンダーウエア
5,56,5630,563088,テニス　アクセサリー,テニスアクセサリー
5,56,5630,563089,テニス　その他ウェア,テニスソノタウエア
5,56,5630,563097,テニス　その他,テニスソノタ
5,56,5631,563101,卓球　バッグ・ケース,タツキユウバツグ，ケース
5,56,5631,563103,卓球　ボール,タツキユウボール
5,56,5631,563107,卓球　ラケット,タツキユウラケツト
5,56,5631,563111,卓球　ラバー,タツキユウラバー
5,56,5631,563145,卓球　その他グッズ,タツキユウソノタグツズ
5,56,5631,563147,卓球　シューズ,タツキユウシユーズ
5,56,5631,563148,卓球　シューズアクセサリー,タツキユウシユーズアクセサ
5,56,5631,563151,卓球　トレーニングウェア,タツキユウトレーニングウエ
5,56,5631,563153,卓球　ウインドブレーカー,タツキユウウインドブレー
5,56,5631,563155,卓球　スウエット,タツキユウスウエツト
5,56,5631,563157,卓球　ゲームウェア,タツキユウゲームウエア
5,56,5631,563159,卓球　トレーナー・Ｔシャツ,タツキユウトレーナー，Ｔシヤ
5,56,5631,563172,卓球　アンダーウエア,タツキユウアンダーウエア
5,56,5631,563188,卓球　アクセサリー,タツキユウアクセサリー
5,56,5631,563189,卓球　その他ウェア,タツキユウソノタウエア
5,56,5631,563197,卓球　その他,タツキユウソノタ
5,56,5632,563201,バドミントン　バッグ・ケース,バドミントンバツグ，
5,56,5632,563203,バドミントン　シャトルコック,バドミントンシヤトルコツ
5,56,5632,563207,バドミントン　ラケット,バドミントンラケツト
5,56,5632,563211,バドミントン　ガット,バドミントンガツト
5,56,5632,563245,バドミントン　その他グッズ,バドミントンソノタグツ
5,56,5632,563247,バドミントン　シューズ,バドミントンシユーズ
5,56,5632,563248,バドミントン　シューズアクセサリー,バドミントンシユーズア
5,56,5632,563251,バドミントン　トレーニングウェア,バドミントントレーニンク
5,56,5632,563253,バドミントン　ウインドブレーカー,バドミントンウインドフ
5,56,5632,563255,バドミントン　スウエット,バドミントンスウエツト
5,56,5632,563257,バドミントン　ゲームウェア,バドミントンゲームウエ
5,56,5632,563259,バドミントン　トレーナー・Ｔシャツ,バドミントントレーナー，
5,56,5632,563272,バドミントン　アンダーウエア,バドミントンアンダーウ
5,56,5632,563288,バドミントン　アクセサリー,バドミントンアクセサリー
5,56,5632,563289,バドミントン　その他ウェア,バドミントンソノタウエア
5,56,5632,563297,バドミントン　その他,バドミントンソノタ
5,56,5640,564001,ゴルフ　バッグ・ケース,ゴルフバツグ，ケース
5,56,5640,564003,ゴルフ　ボール,ゴルフボール
5,56,5640,564006,ゴルフ　手袋,ゴルフテブクロ
5,56,5640,564013,ゴルフ　ウッドクラブ,ゴルフウツドクラブ
5,56,5640,564015,ゴルフ　アイアンクラブ,ゴルフアイアンクラブ
5,56,5640,564017,ゴルフ　パター,ゴルフパター
5,56,5640,564019,ゴルフ　キャディバッグ,ゴルフキヤデイバツグ
5,56,5640,564045,ゴルフ　その他グッズ,ゴルフソノタグツズ
5,56,5640,564047,ゴルフ　シューズ,ゴルフシユーズ
5,56,5640,564048,ゴルフ　シューズアクセサリー,ゴルフシユーズアクセサリ
5,56,5640,564051,ゴルフ　ポロシャツ,ゴルフポロシヤツ
5,56,5640,564053,ゴルフ　ウインドブレーカー,ゴルフウインドブレーカ
5,56,5640,564055,ゴルフ　スウエット,ゴルフスウエツト
5,56,5640,564057,ゴルフ　シャツ・セーター,ゴルフシヤツ，セーター
5,56,5640,564059,ゴルフ　トレーナー・Ｔシャツ,ゴルフトレーナー，Ｔシヤツ
5,56,5640,564060,ゴルフ　スラックス,ゴルフスラツクス
5,56,5640,564061,ゴルフ　スカート,ゴルフスカート
5,56,5640,564072,ゴルフ　アンダーウエア,ゴルフアンダーウエア
5,56,5640,564088,ゴルフ　アクセサリー,ゴルフアクセサリー
5,56,5640,564089,ゴルフ　その他ウェア,ゴルフソノタウエア
5,56,5640,564097,ゴルフ　その他,ゴルフソノタ
5,56,5641,564101,ホッケー　バッグ・ケース,ホツケーバツグ，ケース
5,56,5641,564103,ホッケー　ボール,ホツケーボール
5,56,5641,564105,ホッケー　グラブ,ホツケーグラブ
5,56,5641,564107,ホッケー　ステイック,ホツケーステイツク
5,56,5641,564109,ホッケー　防具,ホツケーボウグ
5,56,5641,564145,ホッケー　その他グッズ,ホツケーソノタグツズ
5,56,5641,564147,ホッケー　シューズ,ホツケーシユーズ
5,56,5641,564148,ホッケー　シューズアクセサリー,ホツケーシユーズアクセサリ
5,56,5641,564151,ホッケー　トレーニングウェア,ホツケートレーニングウエア
5,56,5641,564153,ホッケー　ウインドブレーカー,ホツケーウインドブレーカ
5,56,5641,564155,ホッケー　スウエット,ホツケースウエツト
5,56,5641,564157,ホッケー　ゲームウェア,ホツケーゲームウエア
5,56,5641,564159,ホッケー　トレーナー・Ｔシャツ,ホツケートレーナー，Ｔシヤ
5,56,5641,564172,ホッケー　アンダーウエア,ホツケーアンダーウエア
5,56,5641,564188,ホッケー　アクセサリー,ホツケーアクセサリー
5,56,5641,564189,ホッケー　その他ウェア,ホツケーソノタウエア
5,56,5641,564197,ホッケー　その他,ホツケーソノタ
5,56,5642,564201,ゲートボール　バッグ・ケース,ゲートボールバツグ，
5,56,5642,564203,ゲートボール　ボール,ゲートボールボール
5,56,5642,564207,ゲートボール　スティック,ゲートボールステイツク
5,56,5642,564245,ゲートボール　その他グッズ,ゲートボールソノタグツ
5,56,5642,564247,ゲートボール　シューズ,ゲートボールシユーズ
5,56,5642,564248,ゲートボール　シューズアクセサリー,ゲートボールシユーズア
5,56,5642,564251,ゲートボール　トレーニングウェア,ゲートボールトレーニンク
5,56,5642,564253,ゲートボール　ウインドブレーカー,ゲートボールウインドフ
5,56,5642,564257,ゲートボール　ゲームウェア,ゲートボールゲームウエ
5,56,5642,564259,ゲートボール　トレーナー・Ｔシャツ,ゲートボールトレーナー，
5,56,5642,564272,ゲートボール　アンダーウエア,ゲートボールアンダーウ
5,56,5642,564288,ゲートボール　アクセサリー,ゲートボールアクセサリー
5,56,5642,564289,ゲートボール　その他ウェア,ゲートボールソノタウエア
5,56,5642,564297,ゲートボール　その他,ゲートボールソノタ
5,56,5643,564301,ラクロス　バッグ・ケース,ラクロスバツグ，ケース
5,56,5643,564303,ラクロス　ボール,ラクロスボール
5,56,5643,564307,ラクロス　スティック,ラクロスステイツク
5,56,5643,564309,ラクロス　防具,ラクロスボウグ
5,56,5643,564345,ラクロス　その他グッズ,ラクロスソノタグツズ
5,56,5643,564347,ラクロス　シューズ,ラクロスシユーズ
5,56,5643,564348,ラクロス　シューズアクセサリー,ラクロスシユーズアクセサリ
5,56,5643,564351,ラクロス　トレーニングウェア,ラクロストレーニングウエア
5,56,5643,564353,ラクロス　ウインドブレーカー,ラクロスウインドブレーカ
5,56,5643,564355,ラクロス　スウエット,ラクロススウエツト
5,56,5643,564357,ラクロス　ゲームウェア,ラクロスゲームウエア
5,56,5643,564359,ラクロス　トレーナー・Ｔシャツ,ラクロストレーナー，Ｔシヤ
5,56,5643,564372,ラクロス　アンダーウエア,ラクロスアンダーウエア
5,56,5643,564388,ラクロス　アクセサリー,ラクロスアクセサリー
5,56,5643,564389,ラクロス　その他ウェア,ラクロスソノタウエア
5,56,5643,564397,ラクロス　その他,ラクロスソノタ
5,56,5648,564801,クラブ競技その他　バッグ・ケース,クラブキヨウギソノタバ
5,56,5648,564803,クラブ競技その他　ボール,クラブキヨウギソノタボ
5,56,5648,564806,クラブ競技その他　手袋,クラブキヨウギソノタテフ
5,56,5648,564807,クラブ競技その他　スティック,クラブキヨウギソノタテイ
5,56,5648,564845,クラブ競技その他　その他グッズ,クラブキヨウギソノタソノ
5,56,5648,564847,クラブ競技その他　シューズ,クラブキヨウギソノタシユ
5,56,5648,564848,クラブ競技その他　シューズアクセサリー,クラブキヨウギソノタシユ
5,56,5648,564851,クラブ競技その他　トレーニングウェア,クラブキヨウギソノタトレ
5,56,5648,564853,クラブ競技その他　ウインドブレーカー,クラブキヨウギソノタウイ
5,56,5648,564855,クラブ競技その他　スウエット,クラブキヨウギソノタスウ
5,56,5648,564859,クラブ競技その他　トレーナー・Ｔシャツ,クラブキヨウギソノタトレ
5,56,5648,564872,クラブ競技その他　アンダーウエア,クラブキヨウギソノタアン
5,56,5648,564888,クラブ競技その他　アクセサリー,クラブキヨウギソノタアク
5,56,5648,564889,クラブ競技その他　その他ウェア,クラブキヨウギソノタソノ
5,56,5648,564897,クラブ競技その他　その他,クラブキヨウギソノタソノ
5,56,5650,565001,スキー　バッグ・ケース,スキーバツグ，ケース
5,56,5650,565009,スキー　防具,スキーボウグ
5,56,5650,565021,スキー　ポール,スキーポール
5,56,5650,565023,スキー　締具,スキーシメグ
5,56,5650,565025,スキー　スキー板,スキースキーイタ
5,56,5650,565027,スキー　スキー靴,スキースキークツ
5,56,5650,565045,スキー　その他グッズ,スキーソノタグツズ
5,56,5650,565047,スキー　シューズ,スキーシユーズ
5,56,5650,565048,スキー　シューズアクセサリー,スキーシユーズアクセサリー
5,56,5650,565051,スキー　トレーニングウェア,スキートレーニングウエア
5,56,5650,565053,スキー　ウインドブレーカー,スキーウインドブレーカー
5,56,5650,565055,スキー　スウエット,スキースウエツト
5,56,5650,565057,スキー　セーター,スキーセーター
5,56,5650,565059,スキー　トレーナー・Ｔシャツ,スキートレーナー，Ｔシヤツ
5,56,5650,565063,スキー　ジャケット,スキージヤケツト
5,56,5650,565065,スキー　スーツ,スキースーツ
5,56,5650,565067,スキー　スキーパンツ,スキースキーパンツ
5,56,5650,565072,スキー　アンダーウエア,スキーアンダーウエア
5,56,5650,565088,スキー　アクセサリー,スキーアクセサリー
5,56,5650,565089,スキー　その他ウェア,スキーソノタウエア
5,56,5650,565097,スキー　その他,スキーソノタ
5,56,5651,565101,アイススケート　バッグ・ケース,アイススケートバツグ，ケ
5,56,5651,565109,アイススケート　防具,アイススケートボウグ
5,56,5651,565145,アイススケート　その他グッズ,アイススケートソノタグツス
5,56,5651,565147,アイススケート　シューズ,アイススケートシユーズ
5,56,5651,565148,アイススケート　シューズアクセサリー,アイススケートシユーズアク
5,56,5651,565151,アイススケート　トレニングウェア,アイススケートトレニングウ
5,56,5651,565153,アイススケート　ウインドブレーカー,アイススケートウインドブ
5,56,5651,565155,アイススケート　スウエット,アイススケートスウエツト
5,56,5651,565157,アイススケート　コスチューム,アイススケートコスチユーム
5,56,5651,565159,アイススケート　トレーナー・Ｔシャツ,アイススケートトレーナー，Ｔ
5,56,5651,565172,アイススケート　アンダーウエア,アイススケートアンダーウエ
5,56,5651,565188,アイススケート　アクセサリー,アイススケートアクセサリー
5,56,5651,565189,アイススケート　その他ウェア,アイススケートソノタウエア
5,56,5651,565197,アイススケート　その他,アイススケートソノタ
5,56,5652,565201,アイスホッケー　バッグ・ケース,アイスホツケーバツグ，ケ
5,56,5652,565203,アイスホッケー　パック,アイスホツケーパツク
5,56,5652,565205,アイスホッケー　グラブ,アイスホツケーグラブ
5,56,5652,565209,アイスホッケー　防具,アイスホツケーボウグ
5,56,5652,565245,アイスホッケー　その他グッズ,アイスホツケーソノタグツス
5,56,5652,565247,アイスホッケー　シューズ,アイスホツケーシユーズ
5,56,5652,565248,アイスホッケー　シューズアクセサリー,アイスホツケーシユーズアク
5,56,5652,565251,アイスホッケー　トレーニングウェア,アイスホツケートレーニング
5,56,5652,565253,アイスホッケー　ウインドブレーカー,アイスホツケーウインドブ
5,56,5652,565257,アイスホッケー　ゲームウェア,アイスホツケーゲームウエア
5,56,5652,565259,アイスホッケー　トレーナー・Ｔシャツ,アイスホツケートレーナー，Ｔ
5,56,5652,565272,アイスホッケー　アンダーウエア,アイスホツケーアンダーウエ
5,56,5652,565288,アイスホッケー　アクセサリー,アイスホツケーアクセサリー
5,56,5652,565289,アイスホッケー　その他ウェア,アイスホツケーソノタウエア
5,56,5652,565297,アイスホッケー　その他,アイスホツケーソノタ
5,56,5653,565301,スノーボード　バッグ・ケース,スノーボードバツグ，
5,56,5653,565325,スノーボード　スノーボード,スノーボードスノーボー
5,56,5653,565345,スノーボード　その他グッズ,スノーボードソノタグツ
5,56,5653,565347,スノーボード　シューズ,スノーボードシユーズ
5,56,5653,565348,スノーボード　シューズアクセサリー,スノーボードシユーズア
5,56,5653,565351,スノーボード　トレーニングウェア,スノーボードトレーニンク
5,56,5653,565353,スノーボード　ウインドブレーカー,スノーボードウインドフ
5,56,5653,565355,スノーボード　スウエット,スノーボードスウエツト
5,56,5653,565359,スノーボード　トレーナー・Ｔシャツ,スノーボードトレーナー，
5,56,5653,565363,スノーボード　ジャケット,スノーボードジヤケツト
5,56,5653,565372,スノーボード　アンダーウエア,スノーボードアンダーウ
5,56,5653,565388,スノーボード　アクセサリー,スノーボードアクセサリー
5,56,5653,565389,スノーボード　その他ウェア,スノーボードソノタウエア
5,56,5653,565397,スノーボード　その他,スノーボードソノタ
5,56,5658,565801,ウインターＳＰ他　バッグ・ケース,ウインターＳＰタバツグ，
5,56,5658,565845,ウインターＳＰ他　その他グッズ,ウインターＳＰタソノタグツ
5,56,5658,565847,ウインターＳＰ他　シューズ,ウインターＳＰタシユーズ
5,56,5658,565848,ウインターＳＰ他　シューズアクセサリー,ウインターＳＰシユーズアク
5,56,5658,565851,ウインターＳＰ他　トレーニングウェア,ウインターＳＰタトレーニンク
5,56,5658,565853,ウインターＳＰ他　ウインドブレーカー,ウインターＳＰタウインドフ
5,56,5658,565855,ウインターＳＰ他　スウエット,ウインターＳＰタスウエツト
5,56,5658,565859,ウインターＳＰ他　トレーナー・Ｔシャツ,ウインターＳＰタトレーナー，
5,56,5658,565872,ウインターＳＰ他　アンダーウエア,ウインターＳＰアンダーウエ
5,56,5658,565888,ウインターＳＰ他　アクセサリー,ウインターＳＰタアクセサリ
5,56,5658,565889,ウインターＳＰ他　その他ウェア,ウインターＳＰタソノタウエ
5,56,5658,565897,ウインターＳＰ他　その他,ウインターＳＰタソノタ
5,56,5660,566029,ダイビング　マスク,ダイビングマスク
5,56,5660,566031,ダイビング　足ヒレ,ダイビングアシヒレ
5,56,5660,566033,ダイビング　タンク,ダイビングタンク
5,56,5660,566034,ダイビング　レギュレーター,ダイビングレギユレー
5,56,5660,566035,ダイビング　ウエットスーツ,ダイビングウエツトスー
5,56,5660,566045,ダイビング　その他グッズ,ダイビングソノタグツ
5,56,5660,566047,ダイビング　シューズ,ダイビングシユーズ
5,56,5660,566048,ダイビング　シューズアクセサリー,ダイビングシユーズア
5,56,5660,566055,ダイビング　スウエット,ダイビングスウエツト
5,56,5660,566058,ダイビング　水着,ダイビングミズギ
5,56,5660,566059,ダイビング　トレーナー・Ｔシャツ,ダイビングトレーナー，
5,56,5660,566088,ダイビング　アクセサリー,ダイビングアクセサリー
5,56,5660,566089,ダイビング　その他ウェア,ダイビングソノタウエア
5,56,5660,566097,ダイビング　その他,ダイビングソノタ
5,56,5661,566135,サーフ＆ボード　ウエットスーツ,サーフ＆ボードウエツトス
5,56,5661,566137,サーフ＆ボード　ボード,サーフ＆ボードボード
5,56,5661,566145,サーフ＆ボード　その他グッズ,サーフ＆ボードソノタグ
5,56,5661,566147,サーフ＆ボード　シューズ,サーフ＆ボードシユーズ
5,56,5661,566148,サーフ＆ボード　シューズアクセサリー,サーフ＆ボードシユーズ
5,56,5661,566155,サーフ＆ボード　スウエット,サーフ＆ボードスウエツト
5,56,5661,566158,サーフ＆ボード　水着,サーフ＆ボードミズギ
5,56,5661,566159,サーフ＆ボード　トレーナー・Ｔシャツ,サーフ＆ボードトレーナー
5,56,5661,566172,サーフ＆ボード　アンダーウエア,サーフ＆ボードアンダー
5,56,5661,566188,サーフ＆ボード　アクセサリー,サーフ＆ボードアクセサリ
5,56,5661,566189,サーフ＆ボード　その他ウェア,サーフ＆ボードソノタウエ
5,56,5661,566197,サーフ＆ボード　その他,サーフ＆ボードソノタ
5,56,5662,566235,ヨット・Ｍボート　ウエットスーツ,ヨツト，Ｍボードウエツト
5,56,5662,566237,ヨット・Ｍボート　艇,ヨツト，Ｍボードテイ
5,56,5662,566245,ヨット・Ｍボート　その他グッズ,ヨツト，Ｍボードソノタク
5,56,5662,566247,ヨット・Ｍボート　シューズ,ヨツト，Ｍボードシユース
5,56,5662,566248,ヨット・Ｍボート　シューズアクセサリー,ヨツト，Ｍボードシユース
5,56,5662,566251,ヨット・Ｍボート　トレーニングウェア,ヨツト，Ｍボードトレーニ
5,56,5662,566253,ヨット・Ｍボート　ウインドブレーカー,ヨツト，Ｍボードウイント
5,56,5662,566255,ヨット・Ｍボート　スウエット,ヨツト，Ｍボードスウエツ
